table_row_number	source_sheet_row_numbers	raw_key_set	chain_selector_set	chain_symbol_path	mumuy_primary_term_candidates	mumuy_term_set	our_official_or_fallback_male	our_daily_folk_1st_candidate_male	our_daily_folk_others_male	our_is_exact_match_male	our_official_or_fallback_female	our_daily_folk_1st_candidate_female	our_daily_folk_others_female	our_is_exact_match_female	notes	our_candidate_display	our_judgment
197	40	m,f,m	m,f,m	M.F.M	外曾祖母	外曾祖母 | 曾外毑母 | 外太婆 | 外太奶 | 外太嬷 | 外太姆 | 外太奶奶	自己→第3代祖輩(母系女)	外曾祖母 | 外太奶奶|外太奶|外太婆		True	自己→第3代祖輩(母系女)	外曾祖母 | 外太奶奶|外太奶|外太婆		True		外曾祖母	一致
198	29	m,f,m,f	m,f,m,f	M.F.M.F	外高外祖父	外高外祖父 | 曾外曾祖毑父	自己→第4代祖輩(母系男)	外高外祖父		True	自己→第4代祖輩(母系男)	外高外祖父		True		外高外祖父	一致
199	30	m,f,m,m	m,f,m,m	M.F.M.M	外高外祖母	外高外祖母 | 曾外曾祖毑母	自己→第4代祖輩(母系女)	外高外祖母		True	自己→第4代祖輩(母系女)	外高外祖母		True		外高外祖母	一致
200	67	m,f,ob	m,f,ob	M.F.OB	伯外公	伯外公 | 外伯祖 | 伯外祖 | 大外公 | 大姥爷 | 大外爷	自己→第2代祖輩(母系入線)→兄弟姐妹(男)	伯外祖父 | 大姥爺|大外爺|伯外公|大外公		True	自己→第2代祖輩(母系入線)→兄弟姐妹(男)	伯外祖父 | 大姥爺|大外爺|伯外公|大外公		True		伯外祖父（候選命中：大姥爷）	可接受簡寫：伯外祖父（候選命中：大姥爷）
201	239	m,f,xb,d	m,f,xb,d	M.F.OB.D	堂姨	堂姨	自己→第1代祖輩(父係女)→姐	堂姨		True	自己→第1代祖輩(父係女)→姐	堂姨		True		堂姨	一致
202	241	m,f,xb,d,h	m,f,xb,d,h	M.F.OB.D.SP	堂姨丈	堂姨丈	自己→第1代祖輩(父係男)→姐→配偶	堂姨父 | 堂姨丈|堂姨夫|堂姨爹|堂姨婿|堂姨郎		True	自己→第1代祖輩(父係男)→姐→配偶	堂姨父 | 堂姨丈|堂姨夫|堂姨爹|堂姨婿|堂姨郎		True		堂姨父	可接受簡寫：堂姨父
203	235	m,f,xb,s	m,f,xb,s	M.F.OB.S	堂舅	堂舅	自己→第1代祖輩(父係男)→兄	堂舅		True	自己→第1代祖輩(父係男)→兄	堂舅		True		堂舅	一致
204	237	m,f,xb,s,w	m,f,xb,s,w	M.F.OB.S.SP	堂舅妈	堂舅妈	自己→第1代祖輩(父係女)→兄→配偶	堂舅母 | 堂舅媽|堂妗|堂老妗|堂妗子|堂妗妗|堂妗妗兒|堂妗媽|堂舅嬤|堂舅姆|堂阿妗|堂舅娘|堂妗娘|堂舅姆媽|堂舅毑|堂妗母|堂舅妻|堂舅婦		True	自己→第1代祖輩(父係女)→兄→配偶	堂舅母 | 堂舅媽|堂妗|堂老妗|堂妗子|堂妗妗|堂妗妗兒|堂妗媽|堂舅嬤|堂舅姆|堂阿妗|堂舅娘|堂妗娘|堂舅姆媽|堂舅毑|堂妗母|堂舅妻|堂舅婦		True		堂舅母	可接受簡寫：堂舅母
205	68	m,f,ob,w	m,f,ob,w	M.F.OB.SP	伯外婆	伯外婆 | 外姆婆 | 大外婆 | 大姥姥 | 大姥奶	自己→第2代祖輩(母系入線)→兄弟姐妹(女)→配偶	伯外祖母 | 大姥姥|伯外婆|大外婆		True	自己→第2代祖輩(母系入線)→兄弟姐妹(女)→配偶	伯外祖母 | 大姥姥|伯外婆|大外婆		True		伯外祖母（候選命中：大姥姥）	可接受簡寫：伯外祖母（候選命中：大姥姥）
206	71	m,f,xs	m,f,xs	M.F.OS	姑外婆	姑外婆 | 姑婆 | 恩婆	自己→第2代祖輩(母系入線)→兄弟姐妹(女)	姑外祖母 | 姑外婆		True	自己→第2代祖輩(母系入線)→兄弟姐妹(女)	姑外祖母 | 姑外婆		True		姑外祖母（候選命中：姑外婆）	可接受簡寫：姑外祖母（候選命中：姑外婆）
207	73	m,f,xs,h	m,f,xs,h	M.F.OS.SP	姑外公	姑外公 | 姑公 | 恩爹 | 外姑丈公 | 外丈公	自己→第2代祖輩(母系入線)→兄弟姐妹(男)→配偶	姑外祖父 | 姑外公|外姑丈公|恩爹		True	自己→第2代祖輩(母系入線)→兄弟姐妹(男)→配偶	姑外祖父 | 姑外公|外姑丈公|恩爹		True		姑外祖父（候選命中：姑外公）	可接受簡寫：姑外祖父（候選命中：姑外公）
208	69	m,f,lb	m,f,lb	M.F.YB	叔外公	叔外公 | 外叔祖 | 叔外祖 | 小外公 | 小姥爷 | 小外爷	自己→第2代祖輩(母系入線)→兄弟姐妹(男)	叔外祖父 | 小姥爺|小外爺|叔外公|小外公		True	自己→第2代祖輩(母系入線)→兄弟姐妹(男)	叔外祖父 | 小姥爺|小外爺|叔外公|小外公		True		叔外祖父（候選命中：小姥爷）	可接受簡寫：叔外祖父（候選命中：小姥爷）
209	240	m,f,xb,d	m,f,xb,d	M.F.YB.D	堂姨	堂姨	自己→第1代祖輩(父係女)→妹	堂姨		True	自己→第1代祖輩(父係女)→妹	堂姨		True		堂姨	一致
210	242	m,f,xb,d,h	m,f,xb,d,h	M.F.YB.D.SP	堂姨丈	堂姨丈	自己→第1代祖輩(父係男)→妹→配偶	堂姨父 | 堂姨丈|堂姨夫|堂姨爹|堂姨婿|堂姨郎		True	自己→第1代祖輩(父係男)→妹→配偶	堂姨父 | 堂姨丈|堂姨夫|堂姨爹|堂姨婿|堂姨郎		True		堂姨父	可接受簡寫：堂姨父
211	236	m,f,xb,s	m,f,xb,s	M.F.YB.S	堂舅	堂舅	自己→第1代祖輩(父係男)→弟	堂舅		True	自己→第1代祖輩(父係男)→弟	堂舅		True		堂舅	一致
212	238	m,f,xb,s,w	m,f,xb,s,w	M.F.YB.S.SP	堂舅妈	堂舅妈	自己→第1代祖輩(父係女)→弟→配偶	堂舅母 | 堂舅媽|堂妗|堂老妗|堂妗子|堂妗妗|堂妗妗兒|堂妗媽|堂舅嬤|堂舅姆|堂阿妗|堂舅娘|堂妗娘|堂舅姆媽|堂舅毑|堂妗母|堂舅妻|堂舅婦		True	自己→第1代祖輩(父係女)→弟→配偶	堂舅母 | 堂舅媽|堂妗|堂老妗|堂妗子|堂妗妗|堂妗妗兒|堂妗媽|堂舅嬤|堂舅姆|堂阿妗|堂舅娘|堂妗娘|堂舅姆媽|堂舅毑|堂妗母|堂舅妻|堂舅婦		True		堂舅母	可接受簡寫：堂舅母
213	70	m,f,lb,w	m,f,lb,w	M.F.YB.SP	叔外婆	叔外婆 | 外婶婆 | 小外婆 | 小姥姥 | 婶姥姥 | 小姥奶	自己→第2代祖輩(母系入線)→兄弟姐妹(女)→配偶	叔外祖母 | 小姥姥|嬸姥姥|叔外婆|小外婆		True	自己→第2代祖輩(母系入線)→兄弟姐妹(女)→配偶	叔外祖母 | 小姥姥|嬸姥姥|叔外婆|小外婆		True		叔外祖母（候選命中：小姥姥）	可接受簡寫：叔外祖母（候選命中：小姥姥）
214	72	m,f,xs	m,f,xs	M.F.YS	姑外婆	姑外婆 | 姑婆 | 恩婆	自己→第2代祖輩(母系入線)→兄弟姐妹(女)	姑外祖母 | 姑外婆		True	自己→第2代祖輩(母系入線)→兄弟姐妹(女)	姑外祖母 | 姑外婆		True		姑外祖母（候選命中：姑外婆）	可接受簡寫：姑外祖母（候選命中：姑外婆）
215	74	m,f,xs,h	m,f,xs,h	M.F.YS.SP	姑外公	姑外公 | 姑公 | 恩爹 | 外姑丈公 | 外丈公	自己→第2代祖輩(母系入線)→兄弟姐妹(男)→配偶	姑外祖父 | 姑外公|外姑丈公|恩爹		True	自己→第2代祖輩(母系入線)→兄弟姐妹(男)→配偶	姑外祖父 | 姑外公|外姑丈公|恩爹		True		姑外祖父（候選命中：姑外公）	可接受簡寫：姑外祖父（候選命中：姑外公）
216	46	m,m	m,m	M.M	外婆	外婆 | 外祖母 | 姥姥 | 阿婆 | 外奶 | 客婆 | 毑母 | 毑婆 | 姥婆 | 舅家婆 | 嘎嘎 | 嘎婆 | 嘎嘎婆 | 嘎奶奶 | 尕婆 | 毑娘 | 毑毑 | 外大母 | 姥娘 | 魏婆 | 魏奶 | 简婆 | 阿嬷 | 外嬷 | 嫲嫲 | 好婆 | 嫏嫏 | 嫏娘 | 姥	自己→第2代祖輩(母系女)	外祖母 | 姥姥|外奶|姥婆|舅家婆|姥娘|姥|外婆|外嬤|尕婆|嘎嘎|嘎婆|嘎嘎婆|嘎奶奶|阿婆|好婆|毑母|毑婆|毑娘|毑毑|嫲嫲|外大母		True	自己→第2代祖輩(母系女)	外祖母 | 姥姥|外奶|姥婆|舅家婆|姥娘|姥|外婆|外嬤|尕婆|嘎嘎|嘎婆|嘎嘎婆|嘎奶奶|阿婆|好婆|毑母|毑婆|毑娘|毑毑|嫲嫲|外大母		True		外祖母	一致
217	41	m,m,f	m,m,f	M.M.F	外曾外祖父	外曾外祖父 | 外曾外祖 | 曾毑父 | 外太外公 | 外太外爷 | 外太外翁 | 外太外爷爷 | 外太姥爷	自己→第3代祖輩(母系男)	外曾外祖父 | 外太姥爺|曾毑父|外曾外祖		True	自己→第3代祖輩(母系男)	外曾外祖父 | 外太姥爺|曾毑父|外曾外祖		True		外曾外祖父	一致
218	31	m,m,f,f	m,m,f,f	M.M.F.F	外曾外曾祖父	外曾外曾祖父 | 高外毑父	自己→第4代祖輩(母系男)	外曾外曾祖父		True	自己→第4代祖輩(母系男)	外曾外曾祖父		True		外曾外曾祖父	一致
219	32	m,m,f,m	m,m,f,m	M.M.F.M	外曾外曾祖母	外曾外曾祖母 | 高外毑母	自己→第4代祖輩(母系女)	外曾外曾祖母		True	自己→第4代祖輩(母系女)	外曾外曾祖母		True		外曾外曾祖母	一致
220	42	m,m,m	m,m,m	M.M.M	外曾外祖母	外曾外祖母 | 曾毑母 | 外太外婆 | 外太外奶 | 外太外嬷 | 外太外姆 | 外太外奶奶 | 外太姥姥	自己→第3代祖輩(母系女)	外曾外祖母 | 外太姥姥|曾毑母		True	自己→第3代祖輩(母系女)	外曾外祖母 | 外太姥姥|曾毑母		True		外曾外祖母	一致
221	33	m,m,m,f	m,m,m,f	M.M.M.F	外曾外曾外祖父	外曾外曾外祖父 | 高毑父	自己→第4代祖輩(母系男)	外曾外曾外祖父		True	自己→第4代祖輩(母系男)	外曾外曾外祖父		True		外曾外曾外祖父	一致
222	34	m,m,m,m	m,m,m,m	M.M.M.M	外曾外曾外祖母	外曾外曾外祖母 | 高毑母	自己→第4代祖輩(母系女)	外曾外曾外祖母		True	自己→第4代祖輩(母系女)	外曾外曾外祖母		True		外曾外曾外祖母	一致
223	75	m,m,xb	m,m,xb	M.M.OB	舅外公	舅外公 | 舅公 | 舅爹	自己→第2代祖輩(母系入線)→兄弟姐妹(男)	舅外祖父 | 舅外公		True	自己→第2代祖輩(母系入線)→兄弟姐妹(男)	舅外祖父 | 舅外公		True		舅外祖父（候選命中：舅外公）	可接受簡寫：舅外祖父（候選命中：舅外公）
224	77	m,m,xb,w	m,m,xb,w	M.M.OB.SP	舅外婆	舅外婆 | 舅婆 | 妗姥姥 | 妗姥娘 | 妗姥 | 外妗婆	自己→第2代祖輩(母系入線)→兄弟姐妹(女)→配偶	舅外祖母 | 妗姥姥|妗姥娘|妗姥|舅外婆		True	自己→第2代祖輩(母系入線)→兄弟姐妹(女)→配偶	舅外祖母 | 妗姥姥|妗姥娘|妗姥|舅外婆		True		舅外祖母（候選命中：妗姥姥）	可接受簡寫：舅外祖母（候選命中：妗姥姥）
225	79	m,m,xs	m,m,xs	M.M.OS	姨外婆	姨外婆 | 姨婆	自己→第2代祖輩(母系入線)→兄弟姐妹(女)	姨外祖母 | 姨外婆		True	自己→第2代祖輩(母系入線)→兄弟姐妹(女)	姨外祖母 | 姨外婆		True		姨外祖母（候選命中：姨外婆）	可接受簡寫：姨外祖母（候選命中：姨外婆）
226	81	m,m,xs,h	m,m,xs,h	M.M.OS.SP	姨外公	姨外公 | 姨公 | 外姨丈公 | 外丈公	自己→第2代祖輩(母系入線)→兄弟姐妹(男)→配偶	姨外祖父 | 姨外公|外姨丈公		True	自己→第2代祖輩(母系入線)→兄弟姐妹(男)→配偶	姨外祖父 | 姨外公|外姨丈公		True		姨外祖父（候選命中：姨外公）	可接受簡寫：姨外祖父（候選命中：姨外公）
227	76	m,m,xb	m,m,xb	M.M.YB	舅外公	舅外公 | 舅公 | 舅爹	自己→第2代祖輩(母系入線)→兄弟姐妹(男)	舅外祖父 | 舅外公		True	自己→第2代祖輩(母系入線)→兄弟姐妹(男)	舅外祖父 | 舅外公		True		舅外祖父（候選命中：舅外公）	可接受簡寫：舅外祖父（候選命中：舅外公）
228	78	m,m,xb,w	m,m,xb,w	M.M.YB.SP	舅外婆	舅外婆 | 舅婆 | 妗姥姥 | 妗姥娘 | 妗姥 | 外妗婆	自己→第2代祖輩(母系入線)→兄弟姐妹(女)→配偶	舅外祖母 | 妗姥姥|妗姥娘|妗姥|舅外婆		True	自己→第2代祖輩(母系入線)→兄弟姐妹(女)→配偶	舅外祖母 | 妗姥姥|妗姥娘|妗姥|舅外婆		True		舅外祖母（候選命中：妗姥姥）	可接受簡寫：舅外祖母（候選命中：妗姥姥）
229	80	m,m,xs	m,m,xs	M.M.YS	姨外婆	姨外婆 | 姨婆	自己→第2代祖輩(母系入線)→兄弟姐妹(女)	姨外祖母 | 姨外婆		True	自己→第2代祖輩(母系入線)→兄弟姐妹(女)	姨外祖母 | 姨外婆		True		姨外祖母（候選命中：姨外婆）	可接受簡寫：姨外祖母（候選命中：姨外婆）
230	82	m,m,xs,h	m,m,xs,h	M.M.YS.SP	姨外公	姨外公 | 姨公 | 外姨丈公 | 外丈公	自己→第2代祖輩(母系入線)→兄弟姐妹(男)→配偶	姨外祖父 | 姨外公|外姨丈公		True	自己→第2代祖輩(母系入線)→兄弟姐妹(男)→配偶	姨外祖父 | 姨外公|外姨丈公		True		姨外祖父（候選命中：姨外公）	可接受簡寫：姨外祖父（候選命中：姨外公）
231	219 | 223	m,ob | m,xb	m,ob | m,xb	M.OB	大舅 | 舅舅	大舅 | 大舅舅 | 舅伯 | 元舅 | 舅舅 | 舅爸 | 舅父 | 舅爹 | 娘舅 | 母舅 | 阿舅 | 妗公 | 舅台 | 几舅 | 舅	自己→第1代祖輩(母係男)→兄弟	舅父 | 舅舅|大舅|大舅舅|舅|小舅|小舅舅|老舅|母舅|阿舅|舅仔|尕阿舅|舅爸|舅爹|娘舅|元舅|舅台		True	自己→第1代祖輩(母係男)→兄弟	舅父 | 舅舅|大舅|大舅舅|舅|小舅|小舅舅|老舅|母舅|阿舅|舅仔|尕阿舅|舅爸|舅爹|娘舅|元舅|舅台		True		舅父	一致
232	220 | 225	m,ob,w | m,xb,w	m,ob,w | m,xb,w	M.OB.SP	大舅妈 | 舅妈	大舅妈 | 大妗 | 舅嬷 | 舅妈 | 舅母 | 舅娘 | 娘妗 | 舅妻 | 舅姆 | 舅姆妈 | 舅媳妇 | 舅妇 | 舅姥 | 舅毑 | 老妗 | 妗子 | 妗妗 | 妗妗儿 | 妗爹 | 妗娘 | 妗爸 | 妗妈 | 妗母 | 阿妗 | 妗门 | 妗婆仔 | 妗儿妈 | 娘妗子 | 妗 | 嬢嬢	自己→第1代祖輩(母係女)→兄弟	舅母 | 舅媽|妗|老妗|妗子|妗妗|妗妗兒|妗媽|舅嬤|舅姆|阿妗|舅娘|妗娘|舅姆媽|舅毑|妗母|舅妻|舅婦		True	自己→第1代祖輩(母係女)→兄弟	舅母 | 舅媽|妗|老妗|妗子|妗妗|妗妗兒|妗媽|舅嬤|舅姆|阿妗|舅娘|妗娘|舅姆媽|舅毑|妗母|舅妻|舅婦		True		舅母	一致
233	227 | 231	m,os | m,xs	m,os | m,xs	M.OS	大姨 | 姨妈	大姨 | 姨嬷 | 姨妈 | 姨母 | 姨姨 | 姨娘 | 阿姨 | 从母 | 几姨 | 姨 | 嬢嬢	自己→第1代祖輩(母係女)→姐妹	姨母 | 阿姨|大姨|姨姨|姨|小姨|老姨|姨媽|姨嬤|姨仔|嬢嬢|姨娘|從母		True	自己→第1代祖輩(母係女)→姐妹	姨母 | 阿姨|大姨|姨姨|姨|小姨|老姨|姨媽|姨嬤|姨仔|嬢嬢|姨娘|從母		True		姨母	一致
234	228 | 233	m,os,h | m,xs,h	m,os,h | m,xs,h	M.OS.SP	大姨丈 | 姨丈	大姨丈 | 大姨父 | 大姨夫 | 姨伯 | 姨丈 | 姨父 | 姨夫 | 姨爸 | 姨爹 | 姨婿 | 姨郎 | 尹	自己→第1代祖輩(母係男)→姐妹	姨父 | 姨丈|姨夫|姨爹|姨婿|姨郎		True	自己→第1代祖輩(母係男)→姐妹	姨父 | 姨丈|姨夫|姨爹|姨婿|姨郎		True		姨父	一致
235	221 | 224	m,lb | m,xb	m,lb | m,xb	M.YB	小舅 | 舅舅	小舅 | 小舅舅 | 舅仔 | 舅父仔 | 尕阿舅 | 老舅 | 舅舅 | 舅爸 | 舅父 | 舅爹 | 娘舅 | 母舅 | 阿舅 | 妗公 | 舅台 | 几舅 | 舅	自己→第1代祖輩(母係男)→兄弟	舅父 | 舅舅|大舅|大舅舅|舅|小舅|小舅舅|老舅|母舅|阿舅|舅仔|尕阿舅|舅爸|舅爹|娘舅|元舅|舅台		True	自己→第1代祖輩(母係男)→兄弟	舅父 | 舅舅|大舅|大舅舅|舅|小舅|小舅舅|老舅|母舅|阿舅|舅仔|尕阿舅|舅爸|舅爹|娘舅|元舅|舅台		True		舅父	一致
236	222 | 226	m,lb,w | m,xb,w	m,lb,w | m,xb,w	M.YB.SP	小舅妈 | 舅妈	小舅妈 | 小妗 | 细妗 | 舅妈 | 舅母 | 舅娘 | 娘妗 | 舅妻 | 舅姆 | 舅姆妈 | 舅媳妇 | 舅妇 | 舅姥 | 舅毑 | 老妗 | 妗子 | 妗妗 | 妗妗儿 | 妗爹 | 妗娘 | 妗爸 | 妗妈 | 妗母 | 阿妗 | 妗门 | 妗婆仔 | 妗儿妈 | 娘妗子 | 妗 | 嬢嬢	自己→第1代祖輩(母係女)→兄弟	舅母 | 舅媽|妗|老妗|妗子|妗妗|妗妗兒|妗媽|舅嬤|舅姆|阿妗|舅娘|妗娘|舅姆媽|舅毑|妗母|舅妻|舅婦		True	自己→第1代祖輩(母係女)→兄弟	舅母 | 舅媽|妗|老妗|妗子|妗妗|妗妗兒|妗媽|舅嬤|舅姆|阿妗|舅娘|妗娘|舅姆媽|舅毑|妗母|舅妻|舅婦		True		舅母	一致
237	229 | 232	m,ls | m,xs	m,ls | m,xs	M.YS	小姨 | 姨妈	小姨 | 姨仔 | 老姨 | 姨妈 | 姨母 | 姨姨 | 姨娘 | 阿姨 | 从母 | 几姨 | 姨 | 嬢嬢	自己→第1代祖輩(母係女)→姐妹	姨母 | 阿姨|大姨|姨姨|姨|小姨|老姨|姨媽|姨嬤|姨仔|嬢嬢|姨娘|從母		True	自己→第1代祖輩(母係女)→姐妹	姨母 | 阿姨|大姨|姨姨|姨|小姨|老姨|姨媽|姨嬤|姨仔|嬢嬢|姨娘|從母		True		姨母	一致
238	230 | 234	m,ls,h | m,xs,h	m,ls,h | m,xs,h	M.YS.SP	小姨丈 | 姨丈	小姨丈 | 小姨父 | 小姨夫 | 姨叔 | 姨丈 | 姨父 | 姨夫 | 姨爸 | 姨爹 | 姨婿 | 姨郎 | 尹	自己→第1代祖輩(母係男)→姐妹	姨父 | 姨丈|姨夫|姨爹|姨婿|姨郎		True	自己→第1代祖輩(母係男)→姐妹	姨父 | 姨丈|姨夫|姨爹|姨婿|姨郎		True		姨父	一致
239	353	ob	ob	OB	哥哥	哥哥 | 哥 | 胞兄 | 亲哥 | 兄亲 | 老哥 | 依哥 | 阿哥 | 兄台 | 大佬 | 家兄 | 兄长 | 元兄 | 长兄 | 几哥	哥哥	哥哥 | 哥|親哥|老哥|依哥|阿哥|大佬|胞兄|兄台|家兄|兄長		True	哥哥	哥哥 | 哥|親哥|老哥|依哥|阿哥|大佬|胞兄|兄台|家兄|兄長		True		哥哥	一致
240	356 | 365	ob,d | xb,d	ob,d | xb,d	OB.D	侄女	侄女 | 兄女 | 侄囡 | 侄女儿 | 侄丫头 | 侄闺女	自己→第1代晚輩(子係女)→兄弟→子	姪女 | 姪女兒|姪丫頭|姪閨女|姪囡|兄女		True	自己→第1代晚輩(子係女)→兄弟→子	姪女 | 姪女兒|姪丫頭|姪閨女|姪囡|兄女		True		姪女	一致
241	367	xb,d,h	xb,d,h	OB.D.SP	侄女婿	侄女婿 | 侄婿 | 侄郎	自己→第1代晚輩(子係男)→兄弟→子	姪女婿 | 姪婿		True	自己→第1代晚輩(子係男)→兄弟→子	姪女婿 | 姪婿		True		姪女婿	一致
242	355 | 361	ob,s | xb,s	ob,s | xb,s	OB.S	侄子	侄子 | 兄子 | 侄男 | 侄儿子 | 侄小子 | 嫡侄 | 亲侄 | 侄儿 | 侄仔 | 阿侄 | 老侄 | 侄	自己→第1代晚輩(子係男)→兄弟→子	姪子 | 親姪|姪兒|姪|姪小子|老姪|姪仔|阿姪|兄子|姪男|嫡姪		True	自己→第1代晚輩(子係男)→兄弟→子	姪子 | 親姪|姪兒|姪|姪小子|老姪|姪仔|阿姪|兄子|姪男|嫡姪		True		姪子	一致
243	363	xb,s,w	xb,s,w	OB.S.SP	侄媳妇	侄媳妇 | 侄媳 | 侄嫂 | 侄妇	自己→第1代晚輩(子係女)→兄弟→子	姪媳婦 | 姪媳|姪婦		True	自己→第1代晚輩(子係女)→兄弟→子	姪媳婦 | 姪媳|姪婦		True		姪媳婦	一致
244	354	ob,w	ob,w	OB.SP	嫂子	嫂子 | 嫂 | 嫂嫂 | 阿嫂 | 家嫂 | 兄姊 | 兄嫂 | 兄妇 | 兄妻 | 几嫂	自己→兄→配偶	嫂嫂 | 嫂子|嫂|阿嫂|家嫂|兄婦|兄妻		True	自己→兄→配偶	嫂嫂 | 嫂子|嫂|阿嫂|家嫂|兄婦|兄妻		True		嫂嫂	一致
245	369	os	os	OS	姐姐	姐姐 | 姐 | 胞姐 | 亲姐 | 姊亲 | 老姐 | 依姐 | 阿姐 | 姊台 | 家姐 | 长姐 | 姊仔 | 几姐	姐姐	姐姐 | 姐|親姐|老姐|依姐|姊仔|阿姐|家姐|胞姐|姊台		True	姐姐	姐姐 | 姐|親姐|老姐|依姐|姊仔|阿姐|家姐|胞姐|姊台		True		姐姐	一致
246	381	xs,d	xs,d	OS.D	外甥女	外甥女 | 甥女 | 甥囡 | 甥女儿 | 甥闺女	自己→第1代晚輩(女係女)→姐妹→子	外甥女 | 甥女兒|甥閨女|甥囡|甥女		True	自己→第1代晚輩(女係女)→姐妹→子	外甥女 | 甥女兒|甥閨女|甥囡|甥女		True		外甥女	一致
247	383	xs,d,h	xs,d,h	OS.D.SP	甥女婿	甥女婿 | 甥婿 | 甥郎 | 甥儿息婿儿	自己→第1代晚輩(女係男)→姐妹→子	外甥婿 | 甥女婿|甥婿		True	自己→第1代晚輩(女係男)→姐妹→子	外甥婿 | 甥女婿|甥婿		True		外甥婿	可接受簡寫：外甥婿
248	373	xs,s	xs,s	OS.S	外甥	外甥 | 甥子 | 甥男 | 甥儿 | 甥儿子 | 甥仔 | 甥	自己→第1代晚輩(女係男)→姐妹→子	外甥 | 甥兒|甥仔|甥子|甥男|甥		True	自己→第1代晚輩(女係男)→姐妹→子	外甥 | 甥兒|甥仔|甥子|甥男|甥		True		外甥	一致
249	379	xs,s,d	xs,s,d	OS.S.D	甥孙女	甥孙女 | 远甥女 | 弥甥女	自己→第2代晚輩(女係女)→姐妹→第2代晚輩	外甥孫女 | 甥孫女|遠甥女|彌甥女		True	自己→第2代晚輩(女係女)→姐妹→第2代晚輩	外甥孫女 | 甥孫女|遠甥女|彌甥女		True		外甥孫女	可接受簡寫：外甥孫女
250	377	xs,s,s	xs,s,s	OS.S.S	甥孙	甥孙 | 远甥 | 弥甥	自己→第2代晚輩(女係男)→姐妹→第2代晚輩	外甥孫 | 甥孫|遠甥|彌甥		True	自己→第2代晚輩(女係男)→姐妹→第2代晚輩	外甥孫 | 甥孫|遠甥|彌甥		True		外甥孫	可接受簡寫：外甥孫
251	375	xs,s,w	xs,s,w	OS.S.SP	甥媳妇	甥媳妇 | 甥媳 | 甥嫂 | 甥妇 | 甥儿息妇儿	自己→第1代晚輩(女係女)→姐妹→子	外甥媳 | 甥媳婦|甥媳|甥婦		True	自己→第1代晚輩(女係女)→姐妹→子	外甥媳 | 甥媳婦|甥媳|甥婦		True		外甥媳	可接受簡寫：外甥媳
252	370	os,h	os,h	OS.SP	姐夫	姐夫 | 姐丈 | 姐婿 | 姐郎 | 姊兄 | 姐夫哥 | 胞姐夫	自己→姐→配偶	姐夫 | 姐丈|姐夫哥|姐婿		True	自己→姐→配偶	姐夫 | 姐丈|姐夫哥|姐婿		True		姐夫	一致
253	385	s	s	S	儿子	儿子 | 男儿 | 息男 | 闺男 | 囝囝 | 囝男 | 囝儿 | 小子 | 娃子 | 男亲 | 伢子 | 长子 | 次子 | 幼子 | 儿 | 仔 | 囝 | 子 | 阿仔 | 仔仔 | 后生 | 公子 | 少爷 | 一世孙	兒子	兒子 | 小子|後生|囝男|囝兒|囝|娃子|伢子|囝囝|仔|阿仔|仔仔|男兒|息男|兒|子		True	兒子	兒子 | 小子|後生|囝男|囝兒|囝|娃子|伢子|囝囝|仔|阿仔|仔仔|男兒|息男|兒|子		True		兒子	一致
254	485	s,d	s,d	S.D	孙女	孙女 | 孙女儿 | 孙囡 | 孙囡儿 | 女孙 | 孙女子	自己→第2代晚輩(子系女)	孫女 | 孫女兒|孫囡|孫囡兒|女孫		True	自己→第2代晚輩(子系女)	孫女 | 孫女兒|孫囡|孫囡兒|女孫		True		孫女	一致
255	493	s,d,d	s,d,d	S.D.D	曾外孙女	曾外孙女 | 外息女	自己→第3代晚輩(子系女)	曾外孫女		True	自己→第3代晚輩(子系女)	曾外孫女		True		曾外孫女	一致
256	497	s,d,d,d	s,d,d,d	S.D.D.D	曾外曾外孙女	曾外曾外孙女	自己→第4代晚輩(子系女)	玄外孫女		True	自己→第4代晚輩(子系女)	玄外孫女		True		玄外孫女	拒收：玄外孫女
257	498	s,d,d,d,h	s,d,d,d,h	S.D.D.D.SP	曾外曾外孙女婿	曾外曾外孙女婿	自己→第4代晚輩(子系女)→配偶	玄外孫婿		True	自己→第4代晚輩(子系女)→配偶	玄外孫婿		True		玄外孫婿	拒收：玄外孫婿
258	495	s,d,d,s	s,d,d,s	S.D.D.S	曾外曾外孙	曾外曾外孙	自己→第4代晚輩(子系男)	玄外孫子		True	自己→第4代晚輩(子系男)	玄外孫子		True		玄外孫子	拒收：玄外孫子
259	496	s,d,d,s,w	s,d,d,s,w	S.D.D.S.SP	曾外曾外孙媳妇	曾外曾外孙媳妇	自己→第4代晚輩(子系男)→配偶	玄外孫媳		True	自己→第4代晚輩(子系男)→配偶	玄外孫媳		True		玄外孫媳	拒收：玄外孫媳
260	494	s,d,d,h	s,d,d,h	S.D.D.SP	曾外孙女婿	曾外孙女婿	自己→第3代晚輩(子系女)→配偶	曾外孫婿		True	自己→第3代晚輩(子系女)→配偶	曾外孫婿		True		曾外孫婿	可接受簡寫：曾外孫婿
261	487	s,d,s	s,d,s	S.D.S	曾外孙	曾外孙 | 外息仔	自己→第3代晚輩(子系男)	曾外孫子 | 曾外孫		True	自己→第3代晚輩(子系男)	曾外孫子 | 曾外孫		True		曾外孫子	可接受簡寫：曾外孫子
